0.01  0
0.015  0
0.025  0
0.035  0
0.045  0
0.055  0
0.065  0
0.075  0
0.085  0
0.095  0
0.105  0
0.115  0
0.125  0
0.135  0
0.145  0
0.155  0
0.165  0
0.175  0
0.185  0
0.195  0
0.205  0
0.215  0
0.225  0
0.235  0
0.245  0
0.255  0
0.265  0
0.275  0
0.285  0
0.295  0
0.305  0
0.315  0
0.325  0
0.335  0
0.345  0
0.355  0
0.365  0
0.375  0
0.385  0
0.395  0
0.405  0
0.415  0
0.425  0
0.435  0
0.445  0
0.455  0
0.465  0
0.475  0
0.485  0
0.495  0
0.505  0
0.515  0
0.525  0
0.535  0
0.545  0
0.555  0
0.565  0
0.575  0
0.585  0
0.595  0
0.605  0
0.615  0
0.625  0
0.635  0
0.645  0
0.655  0
0.665  0
0.675  0
0.685  0
0.695  0
0.705  0
0.715  0
0.725  0
0.735  0
0.745  0
0.755  0
0.765  0
0.775  0
0.785  0
0.795  0
0.805  0
0.815  0
0.825  0
0.835  0
0.845  0
0.855  0
0.865  0
0.875  0
0.885  0
0.895  0
0.905  0
0.915  0
0.925  0
0.935  0
0.945  0
0.955  0
0.965  0
0.975  0.000438302
0.985  1.44787
0.995  15.7896
1.005  22.817
1.015  18.1833
1.025  13.2116
1.035  8.80351
1.045  5.86163
1.055  3.83774
1.065  2.57207
1.075  1.69949
1.085  1.1926
1.095  0.841551
1.105  0.614857
1.115  0.472079
1.125  0.416708
1.135  0.328794
1.145  0.286573
1.155  0.27221
1.165  0.232746
1.175  0.239775
1.185  0.22952
1.195  0.20537
1.205  0.214775
1.215  0.225572
1.225  0.232768
1.235  0.209303
1.245  0.222872
1.255  0.235856
1.265  0.234518
1.275  0.219625
1.285  0.233794
1.295  0.257053
1.305  0.275668
1.315  0.277599
1.325  0.283112
1.335  0.290001
1.345  0.304945
1.355  0.303498
1.365  0.29677
1.375  0.323861
1.385  0.305987
1.395  0.32488
1.405  0.288945
1.415  0.309508
1.425  0.315847
1.435  0.320784
1.445  0.336534
1.455  0.324469
1.465  0.339313
1.475  0.333701
1.485  0.337958
1.495  0.353595
1.505  0.363576
1.515  0.365027
1.525  0.386995
1.535  0.392356
1.545  0.413017
1.555  0.418626
1.565  0.425811
1.575  0.462343
1.585  0.494294
1.595  0.518505
1.605  0.540406
1.615  0.558861
1.625  0.597349
1.635  0.631141
1.645  0.612152
1.655  0.622438
1.665  0.629798
1.675  0.669851
1.685  0.74905
1.695  0.849257
1.705  1.08718
1.715  1.55015
1.725  2.30321
1.735  3.24403
1.745  3.88254
1.755  3.84395
1.765  3.30242
1.775  2.60941
1.785  2.01011
1.795  1.57046
1.805  1.24676
1.815  1.00921
1.825  0.87626
1.835  0.8026
1.845  0.72113
1.855  0.679461
1.865  0.675866
1.875  0.662999
1.885  0.6537
1.895  0.641097
1.905  0.654797
1.915  0.650506
1.925  0.686943
1.935  0.686582
1.945  0.719903
1.955  0.723597
1.965  0.787003
1.975  1.03055
1.985  1.76147
1.995  2.88956
2.005  3.05396
2.015  2.53333
2.025  1.96375
2.035  1.61438
2.045  1.34704
2.055  1.12838
2.065  0.926665
2.075  0.802274
2.085  0.720188
2.095  0.642084
2.105  0.60945
2.115  0.582907
2.125  0.560041
2.135  0.569599
2.145  0.550489
2.155  0.572956
2.165  0.560434
2.175  0.566407
2.185  0.587775
2.195  0.603534
2.205  0.592169
2.215  0.629322
2.225  0.626741
2.235  0.642617
2.245  0.659335
2.255  0.674847
2.265  0.682699
2.275  0.702429
2.285  0.710374
2.295  0.709143
2.305  0.732385
2.315  0.740265
2.325  0.740071
2.335  0.772359
2.345  0.789093
2.355  0.806848
2.365  0.814866
2.375  0.84129
2.385  0.847043
2.395  0.859282
2.405  0.860547
2.415  0.874946
2.425  0.885866
2.435  0.902649
2.445  0.887364
2.455  0.903449
2.465  0.906834
2.475  0.931448
2.485  0.942941
2.495  0.969091
2.505  0.99739
2.515  1.00992
2.525  1.02981
2.535  1.04653
2.545  1.0756
2.555  1.09316
2.565  1.13668
2.575  1.1692
2.585  1.19782
2.595  1.26067
2.605  1.34005
2.615  1.46674
2.625  1.67793
2.635  1.99574
2.645  2.36817
2.655  2.63722
2.665  2.73441
2.675  2.59436
2.685  2.30385
2.695  2.00102
2.705  1.74314
2.715  1.51037
2.725  1.37418
2.735  1.24847
2.745  1.15202
2.755  1.13226
2.765  1.08298
2.775  1.05329
2.785  1.02357
2.795  1.01709
2.805  1.00803
2.815  1.00718
2.825  1.0038
2.835  1.01075
2.845  1.0042
2.855  1.02173
2.865  1.02204
2.875  1.0397
2.885  1.0276
2.895  1.04148
2.905  1.05811
2.915  1.04323
2.925  1.06177
2.935  1.05015
2.945  1.05829
2.955  1.06962
2.965  1.11247
2.975  1.23412
2.985  1.44133
2.995  1.65339
3.005  1.71135
3.015  1.61188
3.025  1.48321
3.035  1.34901
3.045  1.26454
3.055  1.20479
3.065  1.14857
3.075  1.13326
3.085  1.10346
3.095  1.09306
3.105  1.09415
3.115  1.08823
3.125  1.09386
3.135  1.10183
3.145  1.11522
3.155  1.123
3.165  1.12997
3.175  1.124
3.185  1.1625
3.195  1.15787
3.205  1.17537
3.215  1.17862
3.225  1.19556
3.235  1.19182
3.245  1.22268
3.255  1.23546
3.265  1.23766
3.275  1.2649
3.285  1.26602
3.295  1.2836
3.305  1.27979
3.315  1.29108
3.325  1.29962
3.335  1.28392
3.345  1.29343
3.355  1.30735
3.365  1.3169
3.375  1.31393
3.385  1.34055
3.395  1.35692
3.405  1.36013
3.415  1.37672
3.425  1.37452
3.435  1.40195
3.445  1.42505
3.455  1.45133
3.465  1.48393
3.475  1.50963
3.485  1.53561
3.495  1.53325
3.505  1.48149
3.515  1.43071
3.525  1.38812
3.535  1.34783
3.545  1.32446
3.555  1.31693
3.565  1.32376
3.575  1.3712
3.585  1.42808
3.595  1.54297
3.605  1.6699
3.615  1.77812
3.625  1.844
3.635  1.80391
3.645  1.70953
3.655  1.5947
3.665  1.48564
3.675  1.40375
3.685  1.34457
3.695  1.28259
3.705  1.25768
3.715  1.23539
3.725  1.22349
3.735  1.19316
3.745  1.18852
3.755  1.19032
3.765  1.20116
3.775  1.19834
3.785  1.1902
3.795  1.19613
3.805  1.21568
3.815  1.22656
3.825  1.21987
3.835  1.23691
3.845  1.2429
3.855  1.23857
3.865  1.25655
3.875  1.25145
3.885  1.27198
3.895  1.28469
3.905  1.26897
3.915  1.27846
3.925  1.26284
3.935  1.28547
3.945  1.28697
3.955  1.29583
3.965  1.31966
3.975  1.392
3.985  1.44944
3.995  1.51152
4.005  1.53936
4.015  1.52943
4.025  1.4854
4.035  1.44032
4.045  1.38946
4.055  1.35567
4.065  1.3392
4.075  1.33194
4.085  1.32669
4.095  1.31104
4.105  1.31288
4.115  1.32727
4.125  1.34715
4.135  1.33302
4.145  1.35566
4.155  1.34322
4.165  1.36913
4.175  1.37384
4.185  1.39107
4.195  1.40351
4.205  1.40956
4.215  1.42046
4.225  1.42976
4.235  1.43018
4.245  1.43798
4.255  1.43302
4.265  1.43622
4.275  1.43315
4.285  1.42889
4.295  1.43281
4.305  1.41899
4.315  1.447
4.325  1.45251
4.335  1.46909
4.345  1.46988
4.355  1.50034
4.365  1.51642
4.375  1.53041
4.385  1.53037
4.395  1.50758
4.405  1.49366
4.415  1.4482
4.425  1.40889
4.435  1.37895
4.445  1.35427
4.455  1.3258
4.465  1.30904
4.475  1.29443
4.485  1.27725
4.495  1.27732
4.505  1.27416
4.515  1.27042
4.525  1.28148
4.535  1.29856
4.545  1.33245
4.555  1.34859
4.565  1.39835
4.575  1.44871
4.585  1.51135
4.595  1.55608
4.605  1.60244
4.615  1.59694
4.625  1.58394
4.635  1.54215
4.645  1.5032
4.655  1.4736
4.665  1.44718
4.675  1.40957
4.685  1.38995
4.695  1.37908
4.705  1.35486
4.715  1.37887
4.725  1.36478
4.735  1.36619
4.745  1.35521
4.755  1.36575
4.765  1.38388
4.775  1.38313
4.785  1.38475
4.795  1.39676
4.805  1.40552
4.815  1.39725
4.825  1.41472
4.835  1.41471
4.845  1.41288
4.855  1.41184
4.865  1.40849
4.875  1.41449
4.885  1.41517
4.895  1.42471
4.905  1.42908
4.915  1.43047
4.925  1.42549
4.935  1.42472
4.945  1.428
4.955  1.42491
4.965  1.46625
4.975  1.47274
4.985  1.49189
4.995  1.49204
5.005  1.5333
5.015  1.52145
5.025  1.51019
5.035  1.49306
5.045  1.46947
5.055  1.45799
5.065  1.45225
5.075  1.4491
5.085  1.44202
5.095  1.45716
5.105  1.46838
5.115  1.47964
5.125  1.49338
5.135  1.49409
5.145  1.50758
5.155  1.52452
5.165  1.52698
5.175  1.55092
5.185  1.55966
5.195  1.57505
5.205  1.58741
5.215  1.57875
5.225  1.58361
5.235  1.59285
5.245  1.58979
5.255  1.57049
5.265  1.54735
5.275  1.56412
5.285  1.55663
5.295  1.55053
5.305  1.57211
5.315  1.57151
